Date,Close
2011-02-11,2.364
2011-02-14,2.351
2011-02-15,2.337
2011-02-16,2.349
2011-02-17,2.282
2011-02-18,2.274
2011-02-22,2.136
2011-02-23,2.173
2011-02-24,2.186
2011-02-25,2.171
2011-02-28,2.137
2011-03-01,2.118
2011-03-02,2.16
2011-03-03,2.3
2011-03-04,2.175
2011-03-07,2.18
2011-03-08,2.212
2011-03-09,2.147
2011-03-10,2.058
2011-03-11,2.043
2011-03-14,1.972
2011-03-15,1.97
2011-03-16,1.863
2011-03-17,1.902
2011-03-18,1.943
2011-03-21,2.021
2011-03-22,2.038
2011-03-23,2.046
2011-03-24,2.113
2011-03-25,2.169
2011-03-28,2.196
2011-03-29,2.229
2011-03-30,2.217
2011-03-31,2.225
2011-04-01,2.248
2011-04-04,2.197
2011-04-05,2.272
2011-04-06,2.313
2011-04-07,2.282
2011-04-08,2.3
2011-04-11,2.298
2011-04-12,2.21
2011-04-13,2.171
2011-04-14,2.211
2011-04-15,2.123
2011-04-18,2.055
2011-04-19,2.058
2011-04-20,2.111
2011-04-21,2.114
2011-04-25,2.066
2011-04-26,2.024
2011-04-27,2.039
2011-04-28,2
2011-04-29,1.975
2011-05-02,1.967
2011-05-03,1.949
2011-05-04,1.937
2011-05-05,1.891
2011-05-06,1.863
2011-05-09,1.836
2011-05-10,1.894
2011-05-11,1.849
2011-05-12,1.882
2011-05-13,1.848
2011-05-16,1.805
2011-05-17,1.786
2011-05-18,1.842
2011-05-19,1.822
2011-05-20,1.799
2011-05-23,1.786
2011-05-24,1.784
2011-05-25,1.766
2011-05-26,1.727
2011-05-27,1.709
2011-05-31,1.688
2011-06-01,1.609
2011-06-02,1.65
2011-06-03,1.608
2011-06-06,1.598
2011-06-07,1.591
2011-06-08,1.519
2011-06-09,1.586
2011-06-10,1.566
2011-06-13,1.589
2011-06-14,1.687
2011-06-15,1.548
2011-06-16,1.499
2011-06-17,1.524
2011-06-20,1.542
2011-06-21,1.55
2011-06-22,1.545
2011-06-23,1.452
2011-06-24,1.391
2011-06-27,1.445
2011-06-28,1.599
2011-06-29,1.693
2011-06-30,1.754
2011-07-01,1.799
2011-07-05,1.695
2011-07-06,1.648
2011-07-07,1.738
2011-07-08,1.57
2011-07-11,1.474
2011-07-12,1.464
2011-07-13,1.448
2011-07-14,1.488
2011-07-15,1.439
2011-07-18,1.426
2011-07-19,1.442
2011-07-20,1.47
2011-07-21,1.541
2011-07-22,1.508
2011-07-25,1.526
2011-07-26,1.478
2011-07-27,1.521
2011-07-28,1.528
2011-07-29,1.373
2011-08-01,1.314
2011-08-02,1.228
2011-08-03,1.239
2011-08-04,1.132
2011-08-05,1.253
2011-08-08,1.092
2011-08-09,0.934
2011-08-10,0.929
2011-08-11,0.988
2011-08-12,0.944
2011-08-15,0.977
2011-08-16,0.927
2011-08-17,0.91
2011-08-18,0.893
2011-08-19,0.9
2011-08-22,0.926
2011-08-23,0.938
2011-08-24,1.005
2011-08-25,0.981
2011-08-26,0.941
2011-08-29,0.992
2011-08-30,0.928
2011-08-31,0.952
2011-09-01,0.907
2011-09-02,0.87
2011-09-06,0.883
2011-09-07,0.908
2011-09-08,0.867
2011-09-09,0.805
2011-09-12,0.853
2011-09-13,0.887
2011-09-14,0.905
2011-09-15,0.947
2011-09-16,0.93
2011-09-19,0.83
2011-09-20,0.845
2011-09-21,0.856
2011-09-22,0.772
2011-09-23,0.849
2011-09-26,0.906
2011-09-27,0.971
2011-09-28,0.958
2011-09-29,0.971
2011-09-30,0.965
2011-10-03,0.875
2011-10-04,0.889
2011-10-05,0.96
2011-10-06,1.006
2011-10-07,1.073
2011-10-10,1.081
2011-10-11,1.135
2011-10-12,1.161
2011-10-13,1.091
2011-10-14,1.104
2011-10-17,1.057
2011-10-18,1.037
2011-10-19,1.041
2011-10-20,1.057
2011-10-21,1.055
2011-10-24,1.086
2011-10-25,1
2011-10-26,1.062
2011-10-27,1.202
2011-10-28,1.119
2011-10-31,1.011
2011-11-01,0.909
2011-11-02,0.894
2011-11-03,0.913
2011-11-04,0.888
2011-11-07,0.871
2011-11-08,0.916
2011-11-09,0.862
